DateTime,timestamp,EventID,ProcessName,User,ParentProcessName,RawLog
2021-12-07T21:33:14.919262+04:00,1638898394.919262,4688,C:\Windows\System32\svchost.exe,MSEDGEWIN10$,C:\Windows\System32\services.exe,"<?xml version=""1.0"" encoding=""utf-8""?>
<Event xmlns=""http://schemas.microsoft.com/win/2004/08/events/event"">
  <System>
    <Provider Name=""Microsoft-Windows-Security-Auditing"" Guid=""54849625-5478-4994-A5BA-3E3B0328C30D"">
    </Provider>
    <EventID>4688</EventID>
    <Version>2</Version>
    <Level>0</Level>
    <Task>13312</Task>
    <Opcode>0</Opcode>
    <Keywords>0x8020000000000000</Keywords>
    <TimeCreated SystemTime=""2021-12-07T17:33:08.723523Z"">
    </TimeCreated>
    <EventRecordID>329925</EventRecordID>
    <Correlation>
    </Correlation>
    <Execution ProcessID=""4"" ThreadID=""868"">
    </Execution>
    <Channel>Security</Channel>
    <Computer>MSEDGEWIN10</Computer>
    <Security>
    </Security>
  </System>
  <EventData>
    <Data Name=""SubjectUserSid"">S-1-5-18</Data>
    <Data Name=""SubjectUserName"">MSEDGEWIN10$</Data>
    <Data Name=""SubjectDomainName"">WORKGROUP</Data>
    <Data Name=""SubjectLogonId"">0x3e7</Data>
    <Data Name=""NewProcessId"">0x24e0</Data>
    <Data Name=""NewProcessName"">C:\Windows\System32\svchost.exe</Data>
    <Data Name=""TokenElevationType"">%%1936</Data>
    <Data Name=""ProcessId"">0x274</Data>
    <Data Name=""CommandLine""></Data>
    <Data Name=""TargetUserSid"">S-1-5-19</Data>
    <Data Name=""TargetUserName"">LOCAL SERVICE</Data>
    <Data Name=""TargetDomainName"">NT AUTHORITY</Data>
    <Data Name=""TargetLogonId"">0x3e5</Data>
    <Data Name=""ParentProcessName"">C:\Windows\System32\services.exe</Data>
    <Data Name=""MandatoryLabel"">S-1-16-16384</Data>
  </EventData>
</Event>"
2021-12-07T21:33:01.680326+04:00,1638898381.680326,4688,C:\Windows\System32\lsass.exe,IEUser,C:\Windows\System32\lsass.exe,"<?xml version=""1.0"" encoding=""utf-8""?>
<Event xmlns=""http://schemas.microsoft.com/win/2004/08/events/event"">
  <System>
    <Provider Name=""Microsoft-Windows-Security-Auditing"" Guid=""54849625-5478-4994-A5BA-3E3B0328C30D"">
    </Provider>
    <EventID>4688</EventID>
    <Version>2</Version>
    <Level>0</Level>
    <Task>13312</Task>
    <Opcode>0</Opcode>
    <Keywords>0x8020000000000000</Keywords>
    <TimeCreated SystemTime=""2021-12-07T17:33:01.680005Z"">
    </TimeCreated>
    <EventRecordID>329921</EventRecordID>
    <Correlation>
    </Correlation>
    <Execution ProcessID=""4"" ThreadID=""8692"">
    </Execution>
    <Channel>Security</Channel>
    <Computer>MSEDGEWIN10</Computer>
    <Security>
    </Security>
  </System>
  <EventData>
    <Data Name=""SubjectUserSid"">S-1-5-21-3461203602-4096304019-2269080069-1000</Data>
    <Data Name=""SubjectUserName"">IEUser</Data>
    <Data Name=""SubjectDomainName"">MSEDGEWIN10</Data>
    <Data Name=""SubjectLogonId"">0x16e3db3</Data>
    <Data Name=""NewProcessId"">0x1494</Data>
    <Data Name=""NewProcessName"">C:\Windows\System32\lsass.exe</Data>
    <Data Name=""TokenElevationType"">%%1936</Data>
    <Data Name=""ProcessId"">0x27c</Data>
    <Data Name=""CommandLine""></Data>
    <Data Name=""TargetUserSid"">S-1-5-18</Data>
    <Data Name=""TargetUserName"">MSEDGEWIN10$</Data>
    <Data Name=""TargetDomainName"">WORKGROUP</Data>
    <Data Name=""TargetLogonId"">0x3e7</Data>
    <Data Name=""ParentProcessName"">C:\Windows\System32\lsass.exe</Data>
    <Data Name=""MandatoryLabel"">S-1-16-16384</Data>
  </EventData>
</Event>"
2021-12-07T21:33:01.680005+04:00,1638898381.680005,4688,C:\Windows\System32\conhost.exe,IEUser,\Device\Mup\VBoxSvr\Users\bouss\Downloads\MalSeclogon-master\x64\Debug\MalSeclogon.exe,"<?xml version=""1.0"" encoding=""utf-8""?>
<Event xmlns=""http://schemas.microsoft.com/win/2004/08/events/event"">
  <System>
    <Provider Name=""Microsoft-Windows-Security-Auditing"" Guid=""54849625-5478-4994-A5BA-3E3B0328C30D"">
    </Provider>
    <EventID>4688</EventID>
    <Version>2</Version>
    <Level>0</Level>
    <Task>13312</Task>
    <Opcode>0</Opcode>
    <Keywords>0x8020000000000000</Keywords>
    <TimeCreated SystemTime=""2021-12-07T17:33:01.641209Z"">
    </TimeCreated>
    <EventRecordID>329920</EventRecordID>
    <Correlation>
    </Correlation>
    <Execution ProcessID=""4"" ThreadID=""7648"">
    </Execution>
    <Channel>Security</Channel>
    <Computer>MSEDGEWIN10</Computer>
    <Security>
    </Security>
  </System>
  <EventData>
    <Data Name=""SubjectUserSid"">S-1-5-21-3461203602-4096304019-2269080069-1000</Data>
    <Data Name=""SubjectUserName"">IEUser</Data>
    <Data Name=""SubjectDomainName"">MSEDGEWIN10</Data>
    <Data Name=""SubjectLogonId"">0x16e3db3</Data>
    <Data Name=""NewProcessId"">0x11e4</Data>
    <Data Name=""NewProcessName"">C:\Windows\System32\conhost.exe</Data>
    <Data Name=""TokenElevationType"">%%1936</Data>
    <Data Name=""ProcessId"">0x17b8</Data>
    <Data Name=""CommandLine""></Data>
    <Data Name=""TargetUserSid"">S-1-0-0</Data>
    <Data Name=""TargetUserName"">-</Data>
    <Data Name=""TargetDomainName"">-</Data>
    <Data Name=""TargetLogonId"">0x0</Data>
    <Data Name=""ParentProcessName"">\Device\Mup\VBoxSvr\Users\bouss\Downloads\MalSeclogon-master\x64\Debug\MalSeclogon.exe</Data>
    <Data Name=""MandatoryLabel"">S-1-16-12288</Data>
  </EventData>
</Event>"
2021-12-07T21:33:01.636384+04:00,1638898381.636384,4688,\Device\Mup\VBoxSvr\Users\bouss\Downloads\MalSeclogon-master\x64\Debug\MalSeclogon.exe,MSEDGEWIN10$,C:\Windows\System32\lsass.exe,"<?xml version=""1.0"" encoding=""utf-8""?>
<Event xmlns=""http://schemas.microsoft.com/win/2004/08/events/event"">
  <System>
    <Provider Name=""Microsoft-Windows-Security-Auditing"" Guid=""54849625-5478-4994-A5BA-3E3B0328C30D"">
    </Provider>
    <EventID>4688</EventID>
    <Version>2</Version>
    <Level>0</Level>
    <Task>13312</Task>
    <Opcode>0</Opcode>
    <Keywords>0x8020000000000000</Keywords>
    <TimeCreated SystemTime=""2021-12-07T17:33:01.619364Z"">
    </TimeCreated>
    <EventRecordID>329919</EventRecordID>
    <Correlation>
    </Correlation>
    <Execution ProcessID=""4"" ThreadID=""7648"">
    </Execution>
    <Channel>Security</Channel>
    <Computer>MSEDGEWIN10</Computer>
    <Security>
    </Security>
  </System>
  <EventData>
    <Data Name=""SubjectUserSid"">S-1-5-18</Data>
    <Data Name=""SubjectUserName"">MSEDGEWIN10$</Data>
    <Data Name=""SubjectDomainName"">WORKGROUP</Data>
    <Data Name=""SubjectLogonId"">0x3e7</Data>
    <Data Name=""NewProcessId"">0x17b8</Data>
    <Data Name=""NewProcessName"">\Device\Mup\VBoxSvr\Users\bouss\Downloads\MalSeclogon-master\x64\Debug\MalSeclogon.exe</Data>
    <Data Name=""TokenElevationType"">%%1936</Data>
    <Data Name=""ProcessId"">0x27c</Data>
    <Data Name=""CommandLine""></Data>
    <Data Name=""TargetUserSid"">S-1-0-0</Data>
    <Data Name=""TargetUserName"">IEUser</Data>
    <Data Name=""TargetDomainName"">MSEDGEWIN10</Data>
    <Data Name=""TargetLogonId"">0x16e3db3</Data>
    <Data Name=""ParentProcessName"">C:\Windows\System32\lsass.exe</Data>
    <Data Name=""MandatoryLabel"">S-1-16-12288</Data>
  </EventData>
</Event>"
2021-12-07T21:33:01.474816+04:00,1638898381.474816,4688,C:\Windows\System32\svchost.exe,MSEDGEWIN10$,C:\Windows\System32\services.exe,"<?xml version=""1.0"" encoding=""utf-8""?>
<Event xmlns=""http://schemas.microsoft.com/win/2004/08/events/event"">
  <System>
    <Provider Name=""Microsoft-Windows-Security-Auditing"" Guid=""54849625-5478-4994-A5BA-3E3B0328C30D"">
    </Provider>
    <EventID>4688</EventID>
    <Version>2</Version>
    <Level>0</Level>
    <Task>13312</Task>
    <Opcode>0</Opcode>
    <Keywords>0x8020000000000000</Keywords>
    <TimeCreated SystemTime=""2021-12-07T17:33:01.462545Z"">
    </TimeCreated>
    <EventRecordID>329916</EventRecordID>
    <Correlation>
    </Correlation>
    <Execution ProcessID=""4"" ThreadID=""8692"">
    </Execution>
    <Channel>Security</Channel>
    <Computer>MSEDGEWIN10</Computer>
    <Security>
    </Security>
  </System>
  <EventData>
    <Data Name=""SubjectUserSid"">S-1-5-18</Data>
    <Data Name=""SubjectUserName"">MSEDGEWIN10$</Data>
    <Data Name=""SubjectDomainName"">WORKGROUP</Data>
    <Data Name=""SubjectLogonId"">0x3e7</Data>
    <Data Name=""NewProcessId"">0x1bc4</Data>
    <Data Name=""NewProcessName"">C:\Windows\System32\svchost.exe</Data>
    <Data Name=""TokenElevationType"">%%1936</Data>
    <Data Name=""ProcessId"">0x274</Data>
    <Data Name=""CommandLine""></Data>
    <Data Name=""TargetUserSid"">S-1-0-0</Data>
    <Data Name=""TargetUserName"">-</Data>
    <Data Name=""TargetDomainName"">-</Data>
    <Data Name=""TargetLogonId"">0x0</Data>
    <Data Name=""ParentProcessName"">C:\Windows\System32\services.exe</Data>
    <Data Name=""MandatoryLabel"">S-1-16-16384</Data>
  </EventData>
</Event>"
2021-12-07T21:33:01.409312+04:00,1638898381.409312,4688,\Device\Mup\VBoxSvr\Users\bouss\Downloads\MalSeclogon-master\x64\Debug\MalSeclogon.exe,IEUser,C:\Windows\System32\cmd.exe,"<?xml version=""1.0"" encoding=""utf-8""?>
<Event xmlns=""http://schemas.microsoft.com/win/2004/08/events/event"">
  <System>
    <Provider Name=""Microsoft-Windows-Security-Auditing"" Guid=""54849625-5478-4994-A5BA-3E3B0328C30D"">
    </Provider>
    <EventID>4688</EventID>
    <Version>2</Version>
    <Level>0</Level>
    <Task>13312</Task>
    <Opcode>0</Opcode>
    <Keywords>0x8020000000000000</Keywords>
    <TimeCreated SystemTime=""2021-12-07T17:33:01.397814Z"">
    </TimeCreated>
    <EventRecordID>329914</EventRecordID>
    <Correlation>
    </Correlation>
    <Execution ProcessID=""4"" ThreadID=""8692"">
    </Execution>
    <Channel>Security</Channel>
    <Computer>MSEDGEWIN10</Computer>
    <Security>
    </Security>
  </System>
  <EventData>
    <Data Name=""SubjectUserSid"">S-1-5-21-3461203602-4096304019-2269080069-1000</Data>
    <Data Name=""SubjectUserName"">IEUser</Data>
    <Data Name=""SubjectDomainName"">MSEDGEWIN10</Data>
    <Data Name=""SubjectLogonId"">0x53ca2</Data>
    <Data Name=""NewProcessId"">0x21a4</Data>
    <Data Name=""NewProcessName"">\Device\Mup\VBoxSvr\Users\bouss\Downloads\MalSeclogon-master\x64\Debug\MalSeclogon.exe</Data>
    <Data Name=""TokenElevationType"">%%1937</Data>
    <Data Name=""ProcessId"">0x2480</Data>
    <Data Name=""CommandLine""></Data>
    <Data Name=""TargetUserSid"">S-1-0-0</Data>
    <Data Name=""TargetUserName"">-</Data>
    <Data Name=""TargetDomainName"">-</Data>
    <Data Name=""TargetLogonId"">0x0</Data>
    <Data Name=""ParentProcessName"">C:\Windows\System32\cmd.exe</Data>
    <Data Name=""MandatoryLabel"">S-1-16-12288</Data>
  </EventData>
</Event>"
2021-12-07T21:33:14.919262+04:00,1638898394.919262,4688,C:\Windows\System32\svchost.exe,MSEDGEWIN10$,C:\Windows\System32\services.exe,"<?xml version=""1.0"" encoding=""utf-8""?>
<Event xmlns=""http://schemas.microsoft.com/win/2004/08/events/event"">
  <System>
    <Provider Name=""Microsoft-Windows-Security-Auditing"" Guid=""54849625-5478-4994-A5BA-3E3B0328C30D"">
    </Provider>
    <EventID>4688</EventID>
    <Version>2</Version>
    <Level>0</Level>
    <Task>13312</Task>
    <Opcode>0</Opcode>
    <Keywords>0x8020000000000000</Keywords>
    <TimeCreated SystemTime=""2021-12-07T17:33:08.723523Z"">
    </TimeCreated>
    <EventRecordID>329925</EventRecordID>
    <Correlation>
    </Correlation>
    <Execution ProcessID=""4"" ThreadID=""868"">
    </Execution>
    <Channel>Security</Channel>
    <Computer>MSEDGEWIN10</Computer>
    <Security>
    </Security>
  </System>
  <EventData>
    <Data Name=""SubjectUserSid"">S-1-5-18</Data>
    <Data Name=""SubjectUserName"">MSEDGEWIN10$</Data>
    <Data Name=""SubjectDomainName"">WORKGROUP</Data>
    <Data Name=""SubjectLogonId"">0x3e7</Data>
    <Data Name=""NewProcessId"">0x24e0</Data>
    <Data Name=""NewProcessName"">C:\Windows\System32\svchost.exe</Data>
    <Data Name=""TokenElevationType"">%%1936</Data>
    <Data Name=""ProcessId"">0x274</Data>
    <Data Name=""CommandLine""></Data>
    <Data Name=""TargetUserSid"">S-1-5-19</Data>
    <Data Name=""TargetUserName"">LOCAL SERVICE</Data>
    <Data Name=""TargetDomainName"">NT AUTHORITY</Data>
    <Data Name=""TargetLogonId"">0x3e5</Data>
    <Data Name=""ParentProcessName"">C:\Windows\System32\services.exe</Data>
    <Data Name=""MandatoryLabel"">S-1-16-16384</Data>
  </EventData>
</Event>"
2021-12-07T21:33:01.680326+04:00,1638898381.680326,4688,C:\Windows\System32\lsass.exe,IEUser,C:\Windows\System32\lsass.exe,"<?xml version=""1.0"" encoding=""utf-8""?>
<Event xmlns=""http://schemas.microsoft.com/win/2004/08/events/event"">
  <System>
    <Provider Name=""Microsoft-Windows-Security-Auditing"" Guid=""54849625-5478-4994-A5BA-3E3B0328C30D"">
    </Provider>
    <EventID>4688</EventID>
    <Version>2</Version>
    <Level>0</Level>
    <Task>13312</Task>
    <Opcode>0</Opcode>
    <Keywords>0x8020000000000000</Keywords>
    <TimeCreated SystemTime=""2021-12-07T17:33:01.680005Z"">
    </TimeCreated>
    <EventRecordID>329921</EventRecordID>
    <Correlation>
    </Correlation>
    <Execution ProcessID=""4"" ThreadID=""8692"">
    </Execution>
    <Channel>Security</Channel>
    <Computer>MSEDGEWIN10</Computer>
    <Security>
    </Security>
  </System>
  <EventData>
    <Data Name=""SubjectUserSid"">S-1-5-21-3461203602-4096304019-2269080069-1000</Data>
    <Data Name=""SubjectUserName"">IEUser</Data>
    <Data Name=""SubjectDomainName"">MSEDGEWIN10</Data>
    <Data Name=""SubjectLogonId"">0x16e3db3</Data>
    <Data Name=""NewProcessId"">0x1494</Data>
    <Data Name=""NewProcessName"">C:\Windows\System32\lsass.exe</Data>
    <Data Name=""TokenElevationType"">%%1936</Data>
    <Data Name=""ProcessId"">0x27c</Data>
    <Data Name=""CommandLine""></Data>
    <Data Name=""TargetUserSid"">S-1-5-18</Data>
    <Data Name=""TargetUserName"">MSEDGEWIN10$</Data>
    <Data Name=""TargetDomainName"">WORKGROUP</Data>
    <Data Name=""TargetLogonId"">0x3e7</Data>
    <Data Name=""ParentProcessName"">C:\Windows\System32\lsass.exe</Data>
    <Data Name=""MandatoryLabel"">S-1-16-16384</Data>
  </EventData>
</Event>"
2021-12-07T21:33:01.680005+04:00,1638898381.680005,4688,C:\Windows\System32\conhost.exe,IEUser,\Device\Mup\VBoxSvr\Users\bouss\Downloads\MalSeclogon-master\x64\Debug\MalSeclogon.exe,"<?xml version=""1.0"" encoding=""utf-8""?>
<Event xmlns=""http://schemas.microsoft.com/win/2004/08/events/event"">
  <System>
    <Provider Name=""Microsoft-Windows-Security-Auditing"" Guid=""54849625-5478-4994-A5BA-3E3B0328C30D"">
    </Provider>
    <EventID>4688</EventID>
    <Version>2</Version>
    <Level>0</Level>
    <Task>13312</Task>
    <Opcode>0</Opcode>
    <Keywords>0x8020000000000000</Keywords>
    <TimeCreated SystemTime=""2021-12-07T17:33:01.641209Z"">
    </TimeCreated>
    <EventRecordID>329920</EventRecordID>
    <Correlation>
    </Correlation>
    <Execution ProcessID=""4"" ThreadID=""7648"">
    </Execution>
    <Channel>Security</Channel>
    <Computer>MSEDGEWIN10</Computer>
    <Security>
    </Security>
  </System>
  <EventData>
    <Data Name=""SubjectUserSid"">S-1-5-21-3461203602-4096304019-2269080069-1000</Data>
    <Data Name=""SubjectUserName"">IEUser</Data>
    <Data Name=""SubjectDomainName"">MSEDGEWIN10</Data>
    <Data Name=""SubjectLogonId"">0x16e3db3</Data>
    <Data Name=""NewProcessId"">0x11e4</Data>
    <Data Name=""NewProcessName"">C:\Windows\System32\conhost.exe</Data>
    <Data Name=""TokenElevationType"">%%1936</Data>
    <Data Name=""ProcessId"">0x17b8</Data>
    <Data Name=""CommandLine""></Data>
    <Data Name=""TargetUserSid"">S-1-0-0</Data>
    <Data Name=""TargetUserName"">-</Data>
    <Data Name=""TargetDomainName"">-</Data>
    <Data Name=""TargetLogonId"">0x0</Data>
    <Data Name=""ParentProcessName"">\Device\Mup\VBoxSvr\Users\bouss\Downloads\MalSeclogon-master\x64\Debug\MalSeclogon.exe</Data>
    <Data Name=""MandatoryLabel"">S-1-16-12288</Data>
  </EventData>
</Event>"
2021-12-07T21:33:01.636384+04:00,1638898381.636384,4688,\Device\Mup\VBoxSvr\Users\bouss\Downloads\MalSeclogon-master\x64\Debug\MalSeclogon.exe,MSEDGEWIN10$,C:\Windows\System32\lsass.exe,"<?xml version=""1.0"" encoding=""utf-8""?>
<Event xmlns=""http://schemas.microsoft.com/win/2004/08/events/event"">
  <System>
    <Provider Name=""Microsoft-Windows-Security-Auditing"" Guid=""54849625-5478-4994-A5BA-3E3B0328C30D"">
    </Provider>
    <EventID>4688</EventID>
    <Version>2</Version>
    <Level>0</Level>
    <Task>13312</Task>
    <Opcode>0</Opcode>
    <Keywords>0x8020000000000000</Keywords>
    <TimeCreated SystemTime=""2021-12-07T17:33:01.619364Z"">
    </TimeCreated>
    <EventRecordID>329919</EventRecordID>
    <Correlation>
    </Correlation>
    <Execution ProcessID=""4"" ThreadID=""7648"">
    </Execution>
    <Channel>Security</Channel>
    <Computer>MSEDGEWIN10</Computer>
    <Security>
    </Security>
  </System>
  <EventData>
    <Data Name=""SubjectUserSid"">S-1-5-18</Data>
    <Data Name=""SubjectUserName"">MSEDGEWIN10$</Data>
    <Data Name=""SubjectDomainName"">WORKGROUP</Data>
    <Data Name=""SubjectLogonId"">0x3e7</Data>
    <Data Name=""NewProcessId"">0x17b8</Data>
    <Data Name=""NewProcessName"">\Device\Mup\VBoxSvr\Users\bouss\Downloads\MalSeclogon-master\x64\Debug\MalSeclogon.exe</Data>
    <Data Name=""TokenElevationType"">%%1936</Data>
    <Data Name=""ProcessId"">0x27c</Data>
    <Data Name=""CommandLine""></Data>
    <Data Name=""TargetUserSid"">S-1-0-0</Data>
    <Data Name=""TargetUserName"">IEUser</Data>
    <Data Name=""TargetDomainName"">MSEDGEWIN10</Data>
    <Data Name=""TargetLogonId"">0x16e3db3</Data>
    <Data Name=""ParentProcessName"">C:\Windows\System32\lsass.exe</Data>
    <Data Name=""MandatoryLabel"">S-1-16-12288</Data>
  </EventData>
</Event>"
